0,1,2,3,4,5,6,7,8,9
146,45,21,5,1,2,6,1,0,0
17,44,1,8,0,2,1,0,0,1
53,4,50,0,1,0,3,0,0,1
2,9,1,4,0,1,0,0,0,0
3,1,8,0,0,0,0,0,0,0
1,1,0,2,0,123,25,0,0,0
7,0,2,0,0,50,184,4,2,0
1,0,1,0,0,1,20,9,1,0
0,0,2,0,1,5,3,4,0,0
1,2,1,1,0,0,1,0,0,0
