0,1,2,3,4,5,6,7,8,9
156,44,15,2,0,5,5,0,0,0
18,49,1,3,0,1,2,0,0,0
46,4,57,0,0,0,4,1,0,0
1,10,0,4,0,1,1,0,0,0
3,0,9,0,0,0,0,0,0,0
0,1,0,1,0,129,21,0,0,0
8,1,0,0,0,47,186,6,1,0
1,0,0,0,0,0,22,8,2,0
0,0,2,0,1,4,4,3,0,1
0,3,1,1,0,0,1,0,0,0
