0,1,2,3,4,5,6,7,8,9
168,29,16,5,0,3,6,0,0,0
23,45,1,4,0,0,1,0,0,0
50,2,57,0,0,0,2,1,0,0
5,7,0,4,0,1,0,0,0,0
4,0,8,0,0,0,0,0,0,0
1,2,0,1,0,121,27,0,0,0
4,0,2,1,0,48,189,3,2,0
1,0,2,0,0,0,18,11,1,0
0,0,3,0,1,4,6,1,0,0
0,3,1,1,0,0,1,0,0,0
