0,1,2,3,4,5,6,7,8,9
0,0,0,0,168,0,0,0,0,0
0,0,0,0,77,0,0,0,0,0
0,0,0,0,106,0,0,0,0,0
0,0,0,0,172,0,0,0,0,0
0,0,0,0,18,0,0,0,0,0
0,0,0,0,47,0,0,0,0,1
0,0,0,0,128,0,0,0,0,0
0,0,0,0,92,0,0,0,0,0
0,0,0,0,51,0,0,0,0,0
0,0,0,0,36,0,0,0,0,1
