0,1,2,3,4,5,6,7,8,9
54,21,0,3,1,1,0,0,0,0
51,39,1,29,2,8,0,0,0,0
0,7,29,12,0,36,2,1,1,0
26,55,3,79,0,21,0,0,0,0
6,0,0,1,0,0,0,0,0,0
7,23,10,56,1,39,1,0,0,0
0,2,12,2,0,17,0,0,1,1
0,0,2,2,0,1,2,0,0,1
1,1,0,1,0,3,0,0,0,0
0,0,3,1,0,1,0,0,0,0
