0,1,2,3,4,5,6,7,8,9
119,26,11,5,1,0,3,3,0,0
16,48,0,12,0,0,0,1,0,0
51,4,50,0,0,0,0,1,0,0
2,8,1,127,0,0,32,2,0,0
7,0,10,0,1,0,0,0,0,0
6,1,7,5,4,8,1,2,11,3
2,0,0,39,0,0,73,12,2,0
5,2,0,9,1,0,33,35,6,1
2,1,0,1,0,4,7,23,10,3
1,0,0,4,0,7,2,7,13,3
