0,1,2,3,4,5,6,7,8
130,46,9,10,0,2,1,0,0
24,77,0,24,0,1,2,0,0
31,3,24,0,0,0,1,0,0
2,18,1,271,0,17,2,0,0
4,0,4,0,0,0,0,0,0
0,3,0,49,0,38,13,0,0
6,0,4,15,0,26,31,0,0
0,0,1,0,0,0,2,0,0
0,1,0,4,0,0,0,0,0
