0,1,2,3,4,5,6,7,8,9
127,22,11,2,0,1,3,1,1,0
17,44,0,14,0,0,1,0,1,0
41,8,54,0,0,1,0,1,1,0
2,10,1,129,0,0,29,1,0,0
6,0,7,0,5,0,0,0,0,0
5,0,6,7,5,7,0,1,13,4
2,0,0,41,0,0,67,15,3,0
1,1,1,10,0,1,28,35,14,1
2,1,1,0,0,2,9,15,18,3
0,0,1,4,0,8,2,4,16,2
