0,1,2,3,4,5,6,7,8,9
111,50,0,14,0,2,3,0,0,0
36,114,7,0,0,4,2,0,0,0
0,24,32,0,0,34,1,0,0,0
28,5,0,27,0,0,1,2,0,0
3,0,0,6,0,0,0,0,0,0
1,3,28,0,0,163,20,0,0,0
8,3,2,1,0,45,87,0,0,0
0,0,0,3,0,0,10,0,0,0
0,0,3,3,0,2,3,1,0,0
0,4,0,0,0,1,0,0,0,0
