0,1,2,3,4,5,6,7,8
0,0,197,0,0,0,0,1,0
0,0,128,0,0,0,0,0,0
0,0,58,0,0,0,0,1,0
0,0,311,0,0,0,0,0,0
0,0,8,0,0,0,0,0,0
0,0,102,0,0,0,0,1,0
0,0,79,0,0,0,0,3,0
0,0,3,0,0,0,0,0,0
0,0,5,0,0,0,0,0,0
