0,1,2,3,4,5,6,7,8,9
125,24,10,3,1,0,2,1,2,0
16,48,0,11,0,0,1,1,0,0
54,6,44,0,1,0,0,0,1,0
3,14,1,122,0,0,30,2,0,0
7,0,8,0,3,0,0,0,0,0
6,0,9,6,3,5,1,4,11,3
4,0,0,44,0,1,67,10,2,0
3,1,0,11,0,1,33,31,11,1
1,0,1,3,0,1,7,20,15,3
0,0,1,5,1,5,2,5,16,2
