0,1,2,3,4,5,6,7,8,9
189,5,55,5,3,2,0,0,0,0
22,14,3,0,0,0,0,0,0,0
24,0,100,4,6,0,0,0,0,0
8,0,2,264,32,3,0,0,0,0
2,0,6,25,24,0,0,0,0,0
4,0,0,57,1,24,0,0,0,0
2,0,0,0,0,2,0,0,0,0
0,2,0,0,0,0,0,0,0,0
2,0,2,1,0,0,0,0,0,0
0,1,0,0,0,1,0,0,0,0
