0,1,2,3,4,5,6,7,8,9
108,58,0,9,0,2,3,0,0,0
30,119,10,1,0,1,2,0,0,0
1,21,39,0,0,29,1,0,0,0
25,5,1,29,0,0,1,2,0,0
2,0,0,7,0,0,0,0,0,0
1,2,31,0,0,165,16,0,0,0
3,6,4,0,0,47,86,0,0,0
0,0,0,3,0,0,9,1,0,0
0,0,2,3,1,3,3,0,0,0
0,4,0,0,0,1,0,0,0,0
