0,1,2,3,4,5,6,7,8,9
187,7,53,5,2,5,0,0,0,0
22,13,3,0,0,1,0,0,0,0
22,0,100,3,9,0,0,0,0,0
5,0,2,254,38,10,0,0,0,0
1,0,8,22,26,0,0,0,0,0
4,0,0,53,4,25,0,0,0,0
1,1,0,0,0,2,0,0,0,0
0,2,0,0,0,0,0,0,0,0
2,0,2,1,0,0,0,0,0,0
0,0,0,0,0,2,0,0,0,0
