0,1,2,3,4,5,6,7,8,9,10
8,5,2,26,2,0,2,0,0,0,0
6,25,0,9,3,0,0,0,0,0,0
1,0,4,8,0,0,0,0,0,0,0
1,6,2,46,0,0,0,0,0,0,0
2,18,0,7,6,0,4,1,3,0,0
0,1,0,0,0,0,0,0,3,0,0
1,4,0,1,4,0,2,0,1,0,0
0,0,3,14,0,0,0,1,0,0,0
0,1,0,1,1,0,0,0,11,0,0
1,0,0,0,1,0,3,0,4,0,0
0,0,1,1,0,0,0,0,0,0,0
