0,1,2,3,4,5,6,7,8,9,10
0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,222,0
2,0,0,0,0,0,0,0,0,72,0
2,0,0,0,0,0,0,0,0,110,0
0,0,0,0,0,0,0,0,0,17,0
1,0,0,0,0,0,0,0,0,11,0
3,0,0,0,0,0,0,0,0,149,0
4,0,0,0,0,0,0,0,0,245,0
0,0,0,0,0,0,0,0,0,33,0
0,0,0,0,0,0,0,0,0,15,0
0,0,0,0,0,0,0,0,0,6,0
