0,1,2,3,4,5,6,7,8,9
96,60,4,14,0,4,2,0,0,0
35,104,20,0,0,0,4,0,0,0
2,18,51,0,0,19,1,0,0,0
31,6,1,22,0,0,3,0,0,0
3,0,0,6,0,0,0,0,0,0
1,3,47,0,0,136,28,0,0,0
2,2,4,1,0,54,80,2,1,0
0,0,0,3,2,2,5,1,0,0
0,1,3,2,1,1,3,1,0,0
1,3,0,0,0,0,1,0,0,0
