0,1,2,3,4,5,6,7,8,9
129,22,8,3,1,0,2,2,1,0
19,43,0,13,0,0,1,1,0,0
48,6,49,0,1,0,0,1,1,0
2,11,1,133,0,0,24,1,0,0
4,0,10,0,4,0,0,0,0,0
6,0,7,6,6,8,0,5,8,2
0,0,0,48,0,0,66,12,1,1
5,1,0,12,0,0,30,39,5,0
0,1,0,0,0,4,10,25,9,2
0,0,0,4,0,6,3,9,13,2
