0,1,2,3,4,5,6,7,8,9
184,3,61,6,1,3,0,0,1,0
22,12,4,0,0,0,1,0,0,0
22,0,99,1,12,0,0,0,0,0
2,0,4,255,38,8,0,0,2,0
0,0,10,22,25,0,0,0,0,0
6,0,1,53,2,24,0,0,0,0
1,0,0,0,0,2,1,0,0,0
0,2,0,0,0,0,0,0,0,0
3,0,1,1,0,0,0,0,0,0
0,0,0,0,0,1,0,1,0,0
