0,1,2,3,4,5,6,7,8,9
189,8,53,3,3,3,0,0,0,0
24,11,3,0,0,1,0,0,0,0
25,0,98,4,7,0,0,0,0,0
3,0,4,262,30,10,0,0,0,0
2,0,7,24,24,0,0,0,0,0
4,0,0,51,2,29,0,0,0,0
1,1,0,0,0,2,0,0,0,0
0,2,0,0,0,0,0,0,0,0
1,0,3,1,0,0,0,0,0,0
0,0,0,0,0,2,0,0,0,0
