0,1,2,3,4,5,6,7,8
124,47,14,12,0,1,0,0,0
31,73,0,21,0,1,2,0,0
30,5,21,0,0,0,2,0,1
4,19,0,259,0,26,3,0,0
3,1,4,0,0,0,0,0,0
0,3,1,46,0,41,12,0,0
5,0,2,14,0,29,32,0,0
0,0,1,0,0,0,1,1,0
0,1,0,4,0,0,0,0,0
