0,1,2,3,4,5,6,7,8,9
153,44,16,4,0,5,5,0,0,0
19,48,1,5,0,0,1,0,0,0
49,4,55,0,0,0,3,1,0,0
1,10,0,4,0,1,1,0,0,0
3,0,9,0,0,0,0,0,0,0
0,1,0,1,0,122,28,0,0,0
9,0,1,0,0,52,183,3,1,0
1,0,2,0,0,0,21,9,0,0
0,0,3,0,1,4,6,1,0,0
0,3,1,1,0,0,1,0,0,0
