0,1,2,3,4,5,6,7,8,9
0,0,0,0,0,0,259,0,0,0
0,0,0,0,0,0,39,0,0,0
0,0,0,0,0,0,134,0,0,0
0,0,0,0,0,0,309,0,0,0
0,0,0,0,0,0,57,0,0,0
0,0,0,0,0,0,86,0,0,0
0,0,0,0,0,0,4,0,0,0
0,0,0,0,0,0,2,0,0,0
0,0,0,0,0,0,5,0,0,0
0,0,0,0,0,0,2,0,0,0
