0,1,2,3,4,5,6,7,8,9
192,5,52,4,3,3,0,0,0,0
24,13,2,0,0,0,0,0,0,0
28,0,94,4,8,0,0,0,0,0
5,0,7,258,29,10,0,0,0,0
3,0,5,25,24,0,0,0,0,0
6,0,0,51,1,28,0,0,0,0
1,1,0,0,0,2,0,0,0,0
0,2,0,0,0,0,0,0,0,0
2,0,2,1,0,0,0,0,0,0
0,1,0,0,0,1,0,0,0,0
