0,1,2,3,4,5,6,7,8,9,10
26,0,38,32,3,0,35,3,0,0,0
3,24,3,32,10,0,3,1,0,0,0
9,0,84,5,0,0,17,52,3,0,0
17,6,11,62,4,0,15,6,0,0,0
3,14,0,13,15,0,0,0,0,0,0
0,1,0,2,5,0,0,0,0,0,0
17,0,57,13,0,0,34,16,0,0,0
0,0,43,1,0,0,1,86,13,0,0
0,0,3,0,0,0,1,34,15,0,0
0,0,0,0,1,0,0,0,0,0,0
0,0,3,0,0,0,0,2,0,0,0
