0,1,2,3,4,5,6,7,8,9,10
48,4,29,16,0,0,35,5,0,0,0
12,25,3,24,10,0,1,1,0,0,0
4,1,84,1,0,0,17,57,6,0,0
28,6,4,51,7,0,16,7,2,0,0
8,6,0,9,20,0,2,0,0,0,0
1,1,0,1,5,0,0,0,0,0,0
22,0,50,6,1,0,37,21,0,0,0
2,0,25,0,0,0,5,89,23,0,0
0,0,2,1,0,0,0,26,24,0,0
0,0,0,0,1,0,0,0,0,0,0
0,0,3,0,0,0,0,2,0,0,0
