0,1,2,3,4,5,6,7,8,9
184,7,55,8,2,3,0,0,0,0
19,16,2,1,0,1,0,0,0,0
23,0,96,4,11,0,0,0,0,0
4,0,5,257,35,8,0,0,0,0
1,0,7,18,29,2,0,0,0,0
2,0,0,53,2,29,0,0,0,0
2,0,0,0,0,2,0,0,0,0
0,2,0,0,0,0,0,0,0,0
2,0,2,1,0,0,0,0,0,0
0,1,0,0,0,1,0,0,0,0
