0,1,2,3,4,5,6,7,8
125,49,11,10,0,3,0,0,0
15,87,1,22,0,1,2,0,0
31,6,20,0,0,0,2,0,0
4,16,1,275,0,13,2,0,0
3,1,4,0,0,0,0,0,0
1,2,0,44,0,44,12,0,0
3,2,5,17,0,18,37,0,0
0,0,1,0,1,1,0,0,0
0,1,0,4,0,0,0,0,0
