0,1,2,3,4,5,6,7,8,9
191,6,54,3,2,3,0,0,0,0
21,14,4,0,0,0,0,0,0,0
23,0,99,4,8,0,0,0,0,0
3,0,6,259,34,7,0,0,0,0
1,0,7,24,25,0,0,0,0,0
6,0,0,56,2,22,0,0,0,0
2,0,0,0,0,2,0,0,0,0
0,2,0,0,0,0,0,0,0,0
4,0,0,1,0,0,0,0,0,0
0,1,0,0,0,1,0,0,0,0
