0,1,2,3,4,5,6,7,8,9
112,54,1,10,0,1,2,0,0,0
29,122,8,1,0,0,3,0,0,0
0,25,39,0,0,27,0,0,0,0
29,7,0,25,0,0,1,1,0,0
3,0,0,6,0,0,0,0,0,0
0,1,36,0,0,161,17,0,0,0
2,3,2,0,0,52,83,3,1,0
1,0,0,2,1,0,8,1,0,0
0,0,5,4,0,0,3,0,0,0
0,3,0,0,0,1,0,0,0,1
